Year,Loan / Grant No,DMC,Project Name,SF Source,OCR Loan,ADF Loan,ADF Grant,Other SF,Total,Cofinancier,Grant,Loan,Total,ADB Approval
1993,1272,VIE,Road Improvement,,0.00,120.00,0.00,0.00,120.00,JBIC (ODA),0.00,36.00,36.00,29-Nov-1993
1993,1287,BAN,Road Overlay and Improvement,,0.00,68.00,0.00,0.00,68.00,JBIC (ODA),0.00,45.00,45.00,09-Dec-1993
1993,1276,THA,Second Erawan Gas Transmission,,70.40,0.00,0.00,0.00,70.40,EIB,0.00,35.60,218.20,02-Dec-1993
1993,1276,THA,Second Erawan Gas Transmission,,,,,,,JBIC (non-ODA),0.00,70.40,,
1993,1276,THA,Second Erawan Gas Transmission,,,,,,,World Bank,0.00,112.20,,
1993,1239,THA,Second Rural Telecommunications,,41.60,0.00,0.00,0.00,41.60,JBIC (ODA),0.00,19.10,19.10,29-Jun-1993
1993,1293,BAN,Third Natural Gas Development,,0.00,71.48,0.00,0.00,71.48,JBIC (ODA),0.00,15.23,15.23,21-Dec-1993
1994,1333,PHI,Airport Development,,39.75,0.00,0.00,0.00,39.75,EIB,0.00,23.19,23.19,24-Nov-1994
1994,2193(L),IND,Energy Efficiency Support,,0.00,0.00,0.00,0.00,0.00,Netherlands,3.00,0.00,3.00,27-Oct-1994
1994,1311,NEP,Irrigation Management Transfer,,0.00,8.45,0.00,0.00,8.45,USAID,4.60,0.00,4.60,01-Nov-1994
1994,1298,BAN,Jamuna Bridge,,0.00,206.99,0.00,0.00,206.99,IDA,0.00,199.11,399.11,08-Mar-1994
1994,1298,BAN,Jamuna Bridge,,,,,,,JBIC (ODA),0.00,200.00,,
1994,1327/2277(L),INO,Microcredit,,0.00,25.70,0.00,0.00,25.70,Norway,1.00,0.00,1.00,25-Oct-1994
1994,1334,MON,Power Rehabilitation,,0.00,37.46,0.00,0.00,37.46,DANIDA,5.00,0.00,10.45,24-Nov-1994
1994,1334,MON,Power Rehabilitation,,,,,,,NDF,0.00,5.45,,
1994,1306,THA,Regional Roads,,125.83,0.00,0.00,0.00,125.83,JBIC (ODA),0.00,150.00,150.00,19-Jul-1994
1994,1213/2232(L),BAN,Rural Poor Cooperative,,0.00,30.00,0.00,0.00,30.00,Norway,1.31,0.00,1.31,11-Mar-1994
1994,1301,PAK,Social Action Program (Sector),,0.00,100.00,0.00,0.00,100.00,IDA,0.00,200.00,213.00,23-Jun-1994
1994,1301,PAK,Social Action Program (Sector),,,,,,,Netherlands,0.00,13.00,,
1994,1300/2194(L),MON,Telecommunications,,0.00,24.01,0.00,0.00,24.01,KfW,0.00,7.02,18.76,16-Jun-1994
1994,1300/2194(L),MON,Telecommunications,,,,,,,NDF,0.00,6.74,,
1994,1300/2194(L),MON,Telecommunications,,,,,,,NORAD,3.00,0.00,,
1994,1300/2194(L),MON,Telecommunications,,,,,,,Norway,2.00,0.00,,
1994,1329,LAO,Theun-Hinboun Hydropower,,0.00,60.00,0.00,0.00,60.00,NDF,0.00,7.25,14.50,08-Nov-1994
1994,1329,LAO,Theun-Hinboun Hydropower,,,,,,,NORAD,0.00,7.25,,
1994,1143,PAK,WAPDA Twelfth Power (Sector),,0.00,0.00,0.00,0.00,0.00,France,0.00,25.00,106.25,01-Nov-1994
1994,1143,PAK,WAPDA Twelfth Power (Sector),,,,,,,KfW,0.00,81.25,,
1994,1331,PHI,Women's Health & Safe Motherhood,,0.00,54.00,0.00,0.00,54.00,Australia,10.55,0.00,55.78,10-Nov-1994
1994,1331,PHI,Women's Health & Safe Motherhood,,,,,,,EC,13.00,0.00,,
1994,1331,PHI,Women's Health & Safe Motherhood,,,,,,,KfW,14.23,0.00,,
1994,1331,PHI,Women's Health & Safe Motherhood,,,,,,,World Bank,0.00,18.00,,
1995,1369,LAO,Champassak Road Improvement,,0.00,48.00,0.00,0.00,48.00,JICA,70.00,0.00,70.00,31-Aug-1995
1995,1357,INO,Gas Transmission and Distribution,,217.83,0.00,0.00,0.00,217.83,EIB,0.00,125.25,229.97,08-Jun-1995
1995,1357,INO,Gas Transmission and Distribution,,,,,,,JBIC (non-ODA),0.00,104.72,,
1995,1396,PHI,Integrated Community Health,,0.00,17.60,0.00,0.00,17.60,Australia,13.70,0.00,13.70,17-Oct-1995
1995,1413,PAK,National Drainage Program,,0.00,140.00,0.00,0.00,140.00,IDA,0.00,285.00,385.00,12-Dec-1995
1995,1413,PAK,National Drainage Program,,,,,,,JBIC (ODA),0.00,100.00,,
1995,1390,BAN,Nonformal Education,,0.00,26.70,0.00,0.00,26.70,IDA,0.00,7.82,7.82,29-Sep-1995
1995,1398,PHI,Northern Luzon Transmission & Generation,,180.00,0.00,0.00,0.00,180.00,JBIC (non-ODA),0.00,244.00,381.30,02-Nov-1995
1995,1398,PHI,Northern Luzon Transmission & Generation,,,,,,,KfW,0.00,27.80,,
1995,1398,PHI,Northern Luzon Transmission & Generation,,,,,,,World Bank,0.00,109.50,,
1995,1419,PRC,Ping Hu Oil and Gas Development,,130.00,0.00,0.00,0.00,130.00,EIB,0.00,59.82,149.40,21-Dec-1995
1995,1419,PRC,Ping Hu Oil and Gas Development,,,,,,,JBIC (non-ODA),0.00,89.58,,
1995,1402,SRI,Plantation Reform,,0.00,70.60,0.00,0.00,70.60,JBIC (ODA),0.00,40.00,40.00,09-Nov-1995
1995,1367,PHI,Regional Municipal Development,,12.00,0.00,0.00,0.00,12.00,Australia,11.77,0.00,11.77,30-Aug-1995
1995,1356,BAN,Rural Electrification,,0.00,43.20,0.00,0.00,43.20,JBIC (ODA),0.00,13.50,13.50,30-May-1995
1995,1410,THA,Samut Prakarn Wastewater Management,,150.00,0.00,0.00,0.00,150.00,JBIC (ODA),0.00,70.00,70.00,07-Dec-1995
1995,1391,THA,Second Regional Roads (Sector),,131.80,0.00,0.00,0.00,131.80,World Bank,0.00,150.00,150.00,29-Sep-1995
1995,1362,LAO,Vientiane Integrated Urban Development,,0.00,20.00,0.00,0.00,20.00,JICA,5.65,0.00,5.65,17-Aug-1995
1996,1467,PAK,Bahawalpur Rural Development,,0.00,38.00,0.00,0.00,38.00,IsDB,0.00,7.00,7.00,26-Sep-1996
1996,1446,CAM,Basic Education Textbooks,,0.00,18.21,0.00,0.00,18.21,UNICEF,5.19,0.00,5.19,20-Jun-1996
1996,1381/2564,BAN,Beneficiary Participation and Project Management,,0.00,32.00,0.00,0.00,32.00,IFAD,0.00,10.40,17.20,02-May-1996
1996,1381/2564,BAN,Beneficiary Participation and Project Management,,,,,,,Netherlands,6.80,0.00,,
1996,1488,LAO,Community-Managed Irrigation Sector,,0.00,13.01,0.00,0.00,13.01,OFID,0.00,4.00,4.00,21-Nov-1996
1996,1421,PHI,Cordillera Highland Agricultural Resource (blended 1421/1422),,7.48,7.48,0.00,0.00,14.96,IFAD,0.00,5.32,5.32,11-Jan-1996
1996,1403/2563(L),PAK,Forestry Sector,,0.00,42.60,0.00,0.00,42.60,Netherlands,14.15,0.00,14.15,30-Apr-1996
1996,1424,PAK,Ghazi-Barotha Hydropower,,300.00,0.00,0.00,0.00,300.00,EIB,0.00,60.00,947.00,18-Jan-1996
1996,1424,PAK,Ghazi-Barotha Hydropower,,,,,,,IsDB,0.00,40.00,,
1996,1424,PAK,Ghazi-Barotha Hydropower,,,,,,,JBIC (ODA),0.00,350.00,,
1996,1424,PAK,Ghazi-Barotha Hydropower,,,,,,,KfW,0.00,147.00,,
1996,1424,PAK,Ghazi-Barotha Hydropower,,,,,,,World Bank,0.00,350.00,,
1996,1430,NEP,Himal Power,,73.00,0.00,0.00,0.00,73.00,IFC 'A',0.00,32.10,43.40,23-Jan-1996
1996,1430,NEP,Himal Power,,,,,,,NDF,0.00,3.00,,
1996,1430,NEP,Himal Power,,,,,,,NORAD,0.00,8.30,,
1996,1433,INO,Industrial Technology & Human Resources Dev.,,80.00,0.00,0.00,0.00,80.00,World Bank,0.00,47.00,47.00,28-Mar-1996
1996,1478,BAN,Jamuna Bridge Access Roads,,0.00,121.22,0.00,0.00,121.22,JBIC (ODA),0.00,47.31,59.43,13-Aug-1996
1996,1478,BAN,Jamuna Bridge Access Roads,,,,,,,JICA,9.98,0.00,,
1996,1478,BAN,Jamuna Bridge Access Roads,,,,,,,NDF,0.00,2.14,,
1996,1452,NEP,"Kali Gandaki ""A"" Hydroelectric",,0.00,160.00,0.00,0.00,160.00,JBIC (ODA),0.00,100.60,100.60,23-Jul-1996
1996,1456,LAO,Nam Leuk Hydropower Development,,0.00,52.00,0.00,0.00,52.00,JBIC (ODA),0.00,38.50,38.50,10-Sep-1996
1996,1468,CAM,Phnom Penh Water Supply and Drainage,,0.00,16.92,0.00,0.00,16.92,NORAD,4.62,0.00,8.62,26-Sep-1996
1996,1468,CAM,Phnom Penh Water Supply and Drainage,,,,,,,OFID,0.00,4.00,,
1996,1460,VIE,Population and Family Health,,0.00,38.51,0.00,0.00,38.51,IDA,0.00,44.59,59.61,19-Sep-1996
1996,1460,VIE,Population and Family Health,,,,,,,KfW,15.02,0.00,,
1996,1443,KGZ,Power & District Heating Rehab.,,0.00,55.00,0.00,0.00,55.00,DANIDA,0.00,8.20,35.20,06-Jun-1996
1996,1443,KGZ,Power & District Heating Rehab.,,,,,,,IDA,0.00,17.20,,
1996,1443,KGZ,Power & District Heating Rehab.,,,,,,,NDF,0.00,5.20,,
1996,1443,KGZ,Power & District Heating Rehab.,,,,,,,Switzerland,4.60,0.00,,
1996,1444,KGZ,Road Rehabilitation,,0.00,46.13,0.00,0.00,46.13,JBIC (ODA),0.00,20.84,20.84,13-Jun-1996
1996,1435,PHI,Rural Microenterprise Finance,,0.00,17.56,0.00,0.00,17.56,IFAD,0.00,13.49,13.49,23-Apr-1996
1996,1454,PAK,Second Girls Primary School Sector,,0.00,37.10,0.00,0.00,37.10,OFID,0.00,16.00,16.00,15-Aug-1996
1996,1487,VIE,Second Road Improvement,,0.00,120.00,0.00,0.00,120.00,JBIC (ODA),0.00,40.40,40.40,21-Nov-1996
1996,1473,PHI,Sixth Road,,167.00,0.00,0.00,0.00,167.00,DFID,0.20,0.00,197.34,30-Sep-1996
1996,1473,PHI,Sixth Road,,,,,,,JBIC (non-ODA),0.00,160.00,,
1996,1473,PHI,Sixth Road,,,,,,,Kuwait Fund for Arab Economic Development,0.00,27.14,,
1996,1473,PHI,Sixth Road,,,,,,,OFID,0.00,10.00,,
1996,1493,PAK,Social Action Program (Sector) Project II,,0.00,200.00,0.00,0.00,200.00,DFID,0.00,30.00,365.00,28-Nov-1996
1996,1493,PAK,Social Action Program (Sector) Project II,,,,,,,EC,0.00,50.00,,
1996,1493,PAK,Social Action Program (Sector) Project II,,,,,,,IDA,0.00,250.00,,
1996,1493,PAK,Social Action Program (Sector) Project II,,,,,,,Netherlands,0.00,35.00,,
1996,1448,VAN,Urban Infrastructure,,0.00,10.00,0.00,0.00,10.00,Australia,0.32,0.00,0.32,27-Jun-1996
1997,1559,INO,"Belawan, Balikpapan and Banjarmasin Ports",,100.00,0.00,0.00,0.00,100.00,KfW,0.00,25.00,25.00,11-Jul-1997
1997,1555,KGZ,Education Sector Development Project,,0.00,11.88,0.00,0.00,11.88,OFID,0.00,5.00,5.00,29-Sep-1997
1997,1562-1563,PHI,Fisheries Resource Management,,20.22,15.00,0.00,0.00,35.22,JBIC (ODA),0.00,12.59,12.59,16-Oct-1997
1997,1515/2852(L),VIE,Forestry Sector,,0.00,33.00,0.00,0.00,33.00,Netherlands,7.00,0.00,7.00,20-Aug-1997
1997,1561,BAN,Jamuna Bridge Railway Link,,0.00,105.94,0.00,0.00,105.94,France,0.00,7.00,28.96,02-Oct-1997
1997,1561,BAN,Jamuna Bridge Railway Link,,,,,,,OFID,0.00,15.00,,
1997,1561,BAN,Jamuna Bridge Railway Link,,,,,,,Spain,0.00,6.96,,
1997,1597,BAN,Lafarge Surma Cement Ltd,,40.00,0.00,0.00,0.00,40.00,CDC,0.00,30.50,103.00,18-Dec-1997
1997,1597,BAN,Lafarge Surma Cement Ltd,,,,,,,EIB,0.00,22.50,,
1997,1597,BAN,Lafarge Surma Cement Ltd,,,,,,,IFC 'A',0.00,50.00,,
1997,1537,VIE,Lower Secondary Education Development,,0.00,50.00,0.00,0.00,50.00,Belgium,0.51,0.00,0.51,16-Sep-1997
1997,1582,PRC,Northeast Power Transmission,,51.30,0.00,0.00,0.00,51.30,IDA,0.00,0.60,0.60,25-Nov-1997
1997,1524,BAN,Participatory Livestock,,0.00,19.70,0.00,0.00,19.70,DANIDA,11.20,0.00,11.20,19-Jun-1997
1997,1558,LAO,Power Transmission and Distribution,,0.00,28.73,0.00,0.00,28.73,France,2.82,0.00,9.68,30-Sep-1997
1997,1558,LAO,Power Transmission and Distribution,,,,,,,NDF,0.00,6.86,,
1997,1590,PHI,Power Transmission Reinforcement,,43.30,0.00,0.00,0.00,43.30,JBIC (ODA),0.00,7.50,7.50,16-Dec-1997
1997,1583,INO,Rural Income Generation,,49.28,0.00,0.00,0.00,49.28,IFAD,0.00,20.28,20.28,25-Nov-1997
1997,1564,VIE,Rural Infrastructure Sector,,0.00,96.68,0.00,0.00,96.68,AFD,0.00,14.78,14.78,23-Oct-1997
1997,1535,SRI,Science and Technology Personnel Development,,0.00,19.00,0.00,0.00,19.00,OFID,0.00,6.50,6.50,11-Sep-1997
1997,1525,LAO,Secondary Towns Urban Development,,0.00,24.40,0.00,0.00,24.40,KfW,0.80,0.00,4.87,26-Jun-1997
1997,1525,LAO,Secondary Towns Urban Development,,,,,,,NORAD,4.07,0.00,,
1997,1532,MLD,Third Power Systems Development,,0.00,6.48,0.00,0.00,6.48,Danida,0.00,4.72,9.82,01-Sep-1997
1997,1532,MLD,Third Power Systems Development,,,,,,,NDF,0.00,5.10,,
1997,1581,BAN,Third Rural Infrastructure Development,,0.00,62.40,0.00,0.00,62.40,IFAD,0.00,11.00,71.10,20-Nov-1997
1997,1581,BAN,Third Rural Infrastructure Development,,,,,,,JBIC (ODA),0.00,53.00,,
1997,1581,BAN,Third Rural Infrastructure Development,,,,,,,Sida,0.00,7.10,,
1997,1575,SRI,Third Water Supply and Sanitation Sector,,0.00,150.00,0.00,0.00,150.00,France,15.00,0.00,22.27,01-Nov-1997
1997,1575,SRI,Third Water Supply and Sanitation Sector,,,,,,,NORAD,7.27,0.00,,
1997,1512,NEP,Tribhuvan International Airport Improvement,,0.00,22.51,0.00,0.00,22.51,OFID,0.00,11.00,11.00,23-Jan-1997
1997,1538,BAN,Urban Primary Health Care,,0.00,40.00,0.00,0.00,40.00,NDF,0.00,1.64,5.88,16-Sep-1997
1997,1538,BAN,Urban Primary Health Care,,,,,,,UNFPA,4.24,0.00,,
1997,1533,LAO,Xieng Khuoang Road Improvement,,0.00,45.55,0.00,0.00,45.55,OFID,0.00,4.38,4.38,09-Sep-1997
1998,1621,LAO,Basic Education (Girls),,0.00,20.60,0.00,0.00,20.60,Australia,5.00,0.00,5.00,25-Jun-1998
1998,1605,INO,Central Sulawesi Integrated Area Dev & Conservation,,32.00,0.00,0.00,0.00,32.00,USAID/TNC,1.37,0.00,1.37,27-Jan-1998
1998,1609,NEP,Community Groundwater Irrigation Sector,,0.00,30.00,0.00,0.00,30.00,CIDA,2.80,0.00,2.80,01-Nov-1998
1998,1606-1607,PHI,Early Childhood Development,,13.40,7.60,0.00,0.00,21.00,World Bank,0.00,17.30,17.30,27-Jan-1998
1998,1603,BAN,Grameenphone Telecommunications,,33.40,0.00,0.00,0.00,33.40,CDC,0.00,31.60,74.20,20-Jan-1998
1998,1603,BAN,Grameenphone Telecommunications,,,,,,,IFC 'A',0.00,31.60,,
1998,1603,BAN,Grameenphone Telecommunications,,,,,,,NORAD,0.00,11.00,,
1998,1663-1665,PHI,Metro Manila Air Quality Improvement Sector Dev. Program,,271.00,0.00,0.00,0.00,271.00,JBIC (ODA),0.00,300.00,305.99,16-Dec-1998
1998,1663-1665,PHI,Metro Manila Air Quality Improvement Sector Dev. Program,,,,,,,Sida,0.60,4.50,,
1998,1663-1665,PHI,Metro Manila Air Quality Improvement Sector Dev. Program,,,,,,,US Trade Development Agency,0.89,0.00,,
1998,1662,PHI,Power Sector Restructuring Program,,300.00,0.00,0.00,0.00,300.00,JBIC (non-ODA),0.00,300.00,300.00,16-Dec-1998
1998,1647,IND,Rajasthan Urban Infrastructure Development,,60.00,0.00,0.00,0.00,60.00,JBIC (ODA),0.00,85.00,85.00,03-Dec-1998
1998,1649,SRI,Road Network Improvement,,0.00,94.70,0.00,0.00,94.70,JBIC (ODA),0.00,22.40,22.40,08-Dec-1998
1998,1630,KGZ,Second Road Rehabilitation,,0.00,49.36,0.00,0.00,49.36,JBIC (ODA),0.00,40.50,40.50,10-Sep-1998
1998,1654,PHI,Secondary Education Dev. & Improvement,,53.00,0.00,0.00,0.00,53.00,JBIC (ODA),0.00,59.01,59.01,11-Dec-1998
1998,1645,KGZ,Social Services Delivery & Finance,,0.00,9.92,0.00,0.00,9.92,OFID,0.00,3.58,3.58,27-Nov-1998
1998,1599,PHI,Subic Bay Area Municipal Development,,0.00,0.00,0.00,0.00,0.00,Spain,1.00,0.00,1.00,02-Mar-1998
1998,1643/3158(L)/3300(L),BAN,Sundarbans Biodiversity Conservation,,0.00,37.00,0.00,0.00,37.00,GEF,12.20,0.00,12.20,27-Nov-1998
1998,1653,VIE,Third Road Improvement,,0.00,111.35,0.00,0.00,111.35,JBIC (ODA),0.00,88.50,88.50,10-Dec-1998
1998,1655,VIE,Vocational and Technical Education,,0.00,65.14,0.00,0.00,65.14,AFD,0.00,12.22,37.74,11-Nov-1998
1998,1655,VIE,Vocational and Technical Education,,,,,,,JICA,19.17,0.00,,
1998,1655,VIE,Vocational and Technical Education,,,,,,,NDF,0.00,6.35,,
1999,1698,THA,Agriculture Sector Program,,150.00,0.00,0.00,0.00,150.00,JBIC (ODA),0.00,300.00,300.00,29-Sep-1999
1999,1669,PRC,Chengdu Generale Des Eaux-Marubeni Waterworks Company Limited,,26.50,0.00,0.00,0.00,26.50,EIB,0.00,26.50,26.50,11-Feb-1999
1999,1694,RMI,Ebeye Health and Infrastructure,,0.00,9.25,0.00,0.00,9.25,United States Department of the Interior,0.47,0.00,0.47,12-Aug-1999
1999,1703,PNG,Financial Management,,25.80,0.00,0.00,0.00,25.80,Australia,12.00,0.00,12.50,21-Oct-1999
1999,1703,PNG,Financial Management,,,,,,,UNDP,0.50,0.00,,
1999,1727-1728,REG,GMS: East-West Corridor (LAO and VIE),,0.00,57.00,0.00,0.00,57.00,JBIC (ODA),0.00,180.00,285.00,20-Dec-1999
1999,1727-1728,REG,GMS: East-West Corridor (LAO and VIE),,,,,,,JICA,65.00,0.00,,
1999,1727-1728,REG,GMS: East-West Corridor (LAO and VIE),,,,,,,Thailand,0.00,25.00,,
1999,1727-1728,REG,GMS: East-West Corridor (LAO and VIE),,,,,,,World Bank,0.00,15.00,,
1999,1675-1676,INO,Health and Nutrition Sector Development Program (Policy Loan),,300.00,0.00,0.00,0.00,300.00,JBIC (ODA),0.00,300.00,300.00,25-Mar-1999
1999,1702,VIE,Ho Chi Minh City Environmental Improvement,,0.00,70.00,0.00,0.00,70.00,NORAD,1.80,0.00,1.80,07-Oct-1999
1999,1673,INO,Power Sector Restructuring Program,,400.00,0.00,0.00,0.00,400.00,JBIC (non-ODA),0.00,400.00,400.00,26-Mar-1999
1999,1697/3398(L),CAM,Primary Roads Restoration,,0.00,68.00,0.00,0.00,68.00,Australia,0.86,0.00,6.86,21-Sep-1999
1999,1697/3398(L),CAM,Primary Roads Restoration,,,,,,,OFID,0.00,6.00,,
1999,1695,MLD,Regional Development,,0.00,6.62,0.00,0.00,6.62,IsDB,0.00,5.86,5.86,02-Sep-1999
1999,1732/8199,NEP,"Rural Electrification, Distribution and Transmission",,0.00,50.00,0.00,0.00,50.00,OFID,0.00,10.00,10.00,21-Dec-1999
1999,1688,LAO,Shifting Cultivation Stabilization Pilot,,0.00,5.60,0.00,0.00,5.60,UNODC,2.10,0.00,2.10,11-May-1999
1999,1707,SRI,Skills Development,,0.00,18.80,0.00,0.00,18.80,NDF,0.00,6.71,14.14,28-Oct-1999
1999,1707,SRI,Skills Development,,,,,,,OFID,0.00,7.43,,
1999,1689,SRI,South Asia Gateway Terminals (Private) Limited for the Colombo Port Development,,35.00,0.00,0.00,0.00,35.00,CDC,0.00,35.00,70.00,11-May-1999
1999,1689,SRI,South Asia Gateway Terminals (Private) Limited for the Colombo Port Development,,,,,,,IFC 'A',0.00,35.00,,
1999,1711,SRI,Southern Transport Dev,,0.00,180.00,0.00,0.00,180.00,JBIC (ODA),0.00,180.00,187.70,08-Sep-1999
1999,1711,SRI,Southern Transport Dev,,,,,,,NDF,0.00,6.70,,
1999,1711,SRI,Southern Transport Dev,,,,,,,Sida,1.00,0.00,,
1999,1708,BAN,Southwest Road Network Development,,0.00,178.00,0.00,0.00,178.00,NDF,0.00,3.89,18.89,08-Sep-1999
1999,1708,BAN,Southwest Road Network Development,,,,,,,OFID,0.00,15.00,,
1999,1643/3158(L)/3300(L),BAN,Sundarbans Biodiversity Conservation (Supplementary),,0.00,0.00,0.00,0.00,0.00,Netherlands,3.50,0.00,3.50,10-Nov-1999
1999,1718,VIE,Teacher Training,,0.00,22.44,0.00,0.00,22.44,New Zealand,0.49,0.00,0.49,01-Nov-1999
2000,1774-1775,REG,Almaty-Bishkek Regional Road Rehabilitation (KAZ and KGZ Components),,52.00,5.00,0.00,0.00,57.00,EBRD,0.00,28.50,29.30,31-Oct-2000
2000,1774-1775,REG,Almaty-Bishkek Regional Road Rehabilitation (KAZ and KGZ Components),,,,,,,TRACECA,0.80,0.00,,
2000,9000,INO,Assisting Girl Street Children at Risk of Sexual Abuse,,0.00,0.00,0.00,0.00,0.00,JFPR,1.00,0.00,1.00,20-Oct-2000
2000,1813,IND,Calcutta Environmental Improvement,,250.00,0.00,0.00,0.00,250.00,DFID,30.00,0.00,30.00,19-Dec-2000
2000,1716/3477(L),SRI,Coastal Resource Management,,0.00,40.00,0.00,0.00,40.00,Netherlands,12.76,0.00,12.76,04-Aug-2000
2000,1788,LAO,Decentralized Irrigation Development and Management Sector,,0.00,15.50,0.00,0.00,15.50,AFD,2.70,0.00,2.70,28-Nov-2000
2000,1824,CAM,Emergency Flood Rehabilitation,,0.00,55.70,0.00,0.00,55.70,World Food Programme,1.10,0.00,1.10,21-Dec-2000
2000,1739,PHI,Grains Sector Development Program,,100.00,0.00,0.00,0.00,100.00,USAID,0.60,0.00,0.60,24-Apr-2000
2000,1772,PHI,Infrastructure for Rural Productivity Enhancement Sector,,75.00,0.00,0.00,0.00,75.00,International Labor Organization,1.00,0.00,1.00,31-Oct-2000
2000,9002,PNG,"Low-Cost Sanitation, Community Awareness and Health Education Program",,0.00,0.00,0.00,0.00,0.00,JFPR,1.74,0.00,1.74,14-Dec-2000
2000,1820/8235,NEP,Melamchi Water Supply,,0.00,137.00,0.00,0.00,137.00,JBIC (ODA),0.00,47.50,90.00,21-Dec-2000
2000,1820/8235,NEP,Melamchi Water Supply,,,,,,,JICA,18.00,0.00,,
2000,1820/8235,NEP,Melamchi Water Supply,,,,,,,NDF,0.00,10.50,,
2000,1820/8235,NEP,Melamchi Water Supply,,,,,,,OFID,0.00,14.00,,
2000,1768/3520(L),PNG,Microfinance and Employment,,0.00,9.60,0.00,0.00,9.60,Australia,0.91,0.00,0.91,19-Oct-2000
2000,1769,PHI,North Luzon Expressway Rehabilitation and Expansion,,45.00,0.00,0.00,0.00,45.00,IFC 'A',0.00,45.00,45.00,26-Oct-2000
2000,1787/8195,PAK,North West Frontier Province Barani Area Development - Phase II,,0.00,52.00,0.00,0.00,52.00,IFAD,0.00,14.80,14.80,28-Nov-2000
2000,9004,PHI,Off-Site and Off-City Relocation of Vulnerable Slum Communities of Muntinlupa City,,0.00,0.00,0.00,0.00,0.00,JFPR,1.00,0.00,1.00,21-Dec-2000
2000,9003,PHI,On-Site Urban Upgrading for Vulnerable Slum Communities of Payatas,,0.00,0.00,0.00,0.00,0.00,JFPR,1.00,0.00,1.00,13-Dec-2000
2000,1746,PHI,Pasig River Environmental Management and Rehabilitation SDP (Investment Loan),,75.00,0.00,0.00,0.00,75.00,DANIDA,2.20,0.00,2.70,20-Jul-2000
2000,1746,PHI,Pasig River Environmental Management and Rehabilitation SDP (Investment Loan),,,,,,,US Trade Development Agency,0.50,0.00,,
2000,1817,TAJ,Power Rehabilitation,,0.00,34.00,0.00,0.00,34.00,IsDB,0.00,9.30,15.30,20-Dec-2000
2000,1817,TAJ,Power Rehabilitation,,,,,,,SDC,6.00,0.00,,
2000,1558,LAO,Power Transmission and Distribution,,0.00,0.00,0.00,0.00,0.00,NORAD,0.00,5.99,5.99,03-Jan-2000
2000,1794,CAM,Provincial Power Supply,,0.00,19.39,0.00,0.00,19.39,AFD,4.63,0.00,4.63,05-Dec-2000
2000,1812,PNG,Provincial Towns Water Supply and Sanitation,,0.00,15.30,0.00,0.00,15.30,Australia,1.80,0.00,1.80,15-Dec-2000
2000,1773,UZB,Railways Modernization,,70.00,0.00,0.00,0.00,70.00,OFID,0.00,5.00,5.00,31-Oct-2000
2000,1819,TAJ,Road Rehabilitation,,0.00,20.00,0.00,0.00,20.00,OFID,0.00,4.00,4.00,20-Dec-2000
2000,1795,LAO,Rural Access Roads,,0.00,25.00,0.00,0.00,25.00,OFID,0.00,5.00,5.00,07-Dec-2000
2000,1777,VIE,Rural Health,,0.00,68.30,0.00,0.00,68.30,UNFPA,0.50,0.00,1.80,09-Nov-2000
2000,1777,VIE,Rural Health,,,,,,,UNICEF,1.00,0.00,,
2000,1777,VIE,Rural Health,,,,,,,WHO,0.30,0.00,,
2000,1743,MON,Second Financial Sector Program,,0.00,15.00,0.00,0.00,15.00,IDA,0.00,32.00,32.00,22-Jun-2000
2000,1756,SRI,Secondary Education Modernization,,0.00,54.70,0.00,0.00,54.70,NDF,0.00,6.45,6.45,28-Sep-2000
2000,1737,UZB,Senior Secondary Education,,57.00,0.00,0.00,0.00,57.00,JBIC (ODA),0.00,57.00,57.00,08-Feb-2000
2000,1753,CAM,Stung Chinit Irrigation and Rural Infrastructure,,0.00,16.00,0.00,0.00,16.00,AFD,2.70,0.00,2.70,05-Sep-2000
2000,9001,PHI,Supporting the Sustainable Livelihood for the Poor in Southern Philippines,,0.00,0.00,0.00,0.00,0.00,JFPR,2.80,0.00,2.80,31-Oct-2000
2000,1750,PHI,Technical Education and Skills Development,,25.00,0.00,0.00,0.00,25.00,NDF,0.00,8.00,15.00,24-Aug-2000
2000,1750,PHI,Technical Education and Skills Development,,,,,,,OFID,0.00,7.00,,
2001,1830,BHU,Basic Skills Development,,0.00,7.00,0.00,0.00,7.00,GTZ,2.50,0.00,2.50,21-Jun-2001
2001,1381/2564,BAN,Beneficiary Participation and Project Management (Supplementary),,0.00,0.00,0.00,0.00,0.00,Netherlands,0.20,0.00,0.20,14-Feb-2001
2001,1883/3800(L),VIE,Central Region Livelihood Improvement,,0.00,43.09,0.00,0.00,43.09,DFID,16.45,0.00,16.45,17-Dec-2001
2001,9006,REG,Community Action for Preventing HIV/AIDS,,0.00,0.00,0.00,0.00,0.00,JFPR,8.00,0.00,8.00,08-May-2001
2001,1706/3632(L),PNG,Employment-Oriented Skills Development,,0.00,20.00,0.00,0.00,20.00,Australia,5.49,0.00,7.94,20-Feb-2001
2001,1706/3632(L),PNG,Employment-Oriented Skills Development,,,,,,,German Development Service,2.45,0.00,,
2001,1857,VIE,Far East Medical Viet Nam Ltd.,,10.00,0.00,0.00,0.00,10.00,IFC 'A',0.00,10.00,10.00,13-Nov-2001
2001,1851,PRC,Guangxi Roads Development,,150.00,0.00,0.00,0.00,150.00,EIB,0.00,50.00,50.00,30-Oct-2001
