Anchor Product,Donor,Unknown,Approval Year (Date of Approval ADB),Approval Year (ADB),Product Approval Number,Approval Numbers,Proj No,MFF Number,Equity Number,Country Mnemonic,Loan/Grant Title,Department,Division,Approval,OCR,ADF Loan,ADF Grant,SF ,Total,Grants,Loans,Commercial,Total CF,Type of Cofinancing,Agreement Type,Admin Arrangement,Source Classification,Source Subtype,ADB Fund Source,Sector Code,Sector,Subsector Code,Subsector,Approval Date CF,Date of Agreement Letter,Theme,Supplementary,cofinanceOfficer,Recording Date,Effectivity Date,Physical Closing Date,Financial Completion Date,Status Cofinancing,Sov-NonSov,PCR Rating,Validation Rating,PPER Rating,Remarks,Publications
109,CEF-CEFPF,CEF-CEFPF,2008,2008.0,109,109,,20,,PRC,Capacity Building for Energy Efficiency Implementation,EARD,,06/04/2008,,,,,0.0,0.8,,,0.8,DVA,,Full Administration,Multi-Donor Trust Fund,Grant,OCR,3200.0,Energy,,,,,,,,06/04/2008,02/10/1970,,04/24/1974,,Sovereign,,,,,"DR 2009. Case Study: Backing LEDs and Solar Power, pp 30-31."
1098,Asian Development Bank,"Japan,World Bank",1991,1991.0,,1098,,,,THA,Fourth Highway (Sector),SERD,SEID,09/17/1991,60.0,0.0,0.0,,60.0,,,,,,,,,,OCR,3700.0,Transport and ICT,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
1098,Asian Development Bank,"Japan,World Bank",1991,1991.0,,1098,,,,THA,Fourth Highway (Sector),SERD,SEID,09/17/1991,60.0,0.0,0.0,,60.0,,,,,,,,,,OCR,3700.0,Transport and ICT,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
1098,IBRD,World Bank,1991,1991.0,,1098,,,,THA,Fourth Highway (Sector),SERD,SEID,09/17/1991,,,,,0.0,,87.0,,87.0,Non-DVA,,,Multilateral,Loan,OCR,3700.0,Transport and ICT,,,,,,,,09/17/1991,,,,,Sovereign,,,,Ref pg 5 PCR. File sent to OAS Feb08.,
1098,JBIC (ODA),Japan,1991,1991.0,,1098,,,,THA,Fourth Highway (Sector),SERD,SEID,09/17/1991,,,,,0.0,,72.12,,72.12,Non-DVA,,,Bilateral,Loan,OCR,3700.0,Transport and ICT,,,,,,,,09/17/1991,,,,,Sovereign,,,,,
1101,Asian Development Bank,U.K.,1991,1991.0,,1101,,,,PAK,Kotri Barrage Rehabilitation,CWRD,,09/26/1991,0.0,16.71,0.0,,16.71,,,,,,,,,,ADF,3000.0,Agriculture and Natural Resources,,,,,,,,,,,,,,,,,,
1101,DFID,U.K.,1991,1991.0,,1101,,,,PAK,Kotri Barrage Rehabilitation,CWRD,,09/26/1991,,,,,0.0,,15.8,,15.8,Non-DVA,,,Bilateral,Loan,ADF,3000.0,Agriculture and Natural Resources,,,,,,,,09/26/1991,,,,,Sovereign,,,,Adj Dec05: Loan amt $18 - 16.71; ODA  $15.7 to $15.804 ($15.80)ref PCR.,
1103,Asian Development Bank,Norway,1991,1991.0,,1103,,,,LAO,Education Quality Improvement,SERD,,09/26/1991,0.0,13.3,0.0,,13.3,,,,,,,,,,ADF,3100.0,Education,,Basic education,,,Inclusive Social and Gender Development,,,,,,,,,,,,,
1103,Norway,Norway,1991,1991.0,,1103,,,,LAO,Education Quality Improvement,SERD,,09/26/1991,,,,,0.0,2.0,,,2.0,Non-DVA,,,Bilateral,Grant,ADF,3100.0,Education,,,,,,,,09/26/1991,,,,,Sovereign,,,,PCR Jun00,
1109,Asian Development Bank,"World Bank,IMF",1991,1991.0,,1109,,,,MON,Special Assistance,EARD,,10/29/1991,0.0,30.0,0.0,,30.0,,,,,,,,,,ADF,3500.0,Industry and Trade,,,,,Private Sector Development,,,,,,,,,,,,,
1109,Asian Development Bank,"World Bank,IMF",1991,1991.0,,1109,,,,MON,Special Assistance,EARD,,10/29/1991,0.0,30.0,0.0,,30.0,,,,,,,,,,ADF,3500.0,Industry and Trade,,,,,Private Sector Development,,,,,,,,,,,,,
1109,IBRD,World Bank,1991,1991.0,,1109,,,,MON,Special Assistance,EARD,,10/29/1991,,,,,0.0,,30.0,,30.0,Non-DVA,,,Multilateral,Loan,ADF,3500.0,Industry and Trade,,,,,,,,10/29/1991,,,,,Sovereign,,,,,
1109,IMF,IMF,1991,1991.0,,1109,,,,MON,Special Assistance,EARD,,10/29/1991,,,,,0.0,,30.0,,30.0,Non-DVA,,,Multilateral,Loan,ADF,3500.0,Industry and Trade,,,,,,,,10/29/1991,,,,,Sovereign,,,,,
1111,Asian Development Bank,Germany,1991,1991.0,,1111,,,,INO,Bogor and Palembang Urban Dev,SERD,SESS,10/31/1991,126.5,0.0,0.0,,126.5,,,,,,,,,,OCR,3900.0,Multisector,3900,Multisector,,,Sustainable Economic Growth,,,,,,,,,,,,,
1111,KfW,Germany,1991,1991.0,,1111,,,,INO,Bogor and Palembang Urban Dev,SERD,SESS,10/31/1991,,,,,0.0,,7.3,,7.3,Non-DVA,,,Bilateral,Loan,OCR,3900.0,Multisector,3900,,,,,,,10/31/1991,,,,,Sovereign,,,,"Adj: Cofinancing amt was adjusted from $14.7 to $7.3m. Bank loan adj to 126.5.    PCR IN.51-01, 9Mar01",
1112,Asian Development Bank,UNDP,1991,1991.0,,1112,,,,NEP,Sixth Agricultural Credit,SARD,AWAR,10/31/1991,0.0,35.0,0.0,,35.0,,,,,,,,,,ADF,3000.0,Agriculture and Natural Resources,,,,,,,,,,,,,,,,,,
1112,UNDP,UNDP,1991,1991.0,,1112,,,,NEP,Sixth Agricultural Credit,SARD,AWAR,10/31/1991,,,,,0.0,0.69,,,0.69,Non-DVA,,,Multilateral,Grant,ADF,3000.0,Agriculture and Natural Resources,,,,,,,,10/31/1991,,,,,Sovereign,,,,,
1117,Asian Development Bank,World Bank,1991,1991.0,,1117,,,,IND,Gandhar Field Development,SARD,,11/14/1991,267.0,0.0,0.0,,267.0,,,,,,,,,,OCR,3200.0,Energy,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
1117,IBRD,World Bank,1991,1991.0,,1117,,,,IND,Gandhar Field Development,SARD,,11/14/1991,,,,,0.0,,14.4,,14.4,Non-DVA,,,Multilateral,Loan,OCR,3200.0,Energy,,,,,,,,11/14/1991,,,,,Sovereign,,,,,
1123,Asian Development Bank,UNDP,1991,1991.0,,1123,,,,BAN,Higher Secondary Education,SARD,,11/21/1991,0.0,49.2,0.0,,49.2,,,,,,,,,,ADF,3100.0,Education,,Senior secondary general education,,,Inclusive Social and Gender Development,,,,,,,,,,,,,
1123,UNDP,UNDP,1991,1991.0,,1123,,,,BAN,Higher Secondary Education,SARD,,11/21/1991,,,,,0.0,2.9,,,2.9,Non-DVA,,,Multilateral,Grant,ADF,3100.0,Education,,,,,,,,11/21/1991,,,,,Sovereign,,,,PCR Aug01,
1137,Asian Development Bank,"Netherlands,Norway",1991,1991.0,,1137/1633(L)/1842(L),24250,,,PHI,Second NGO Microcredit,SERD,,11/28/1991,0.0,30.0,0.0,,30.0,,,,,,,,,,ADF,3300.0,Finance,,,,,,,,,,,,,,GS,,,,
1137,Asian Development Bank,"Netherlands,Norway",1992,1992.0,,1137/1633(L)/1842(L),24250,,,PHI,Second NGO Microcredit (Supplementary),SERD,,05/29/1992,0.0,0.0,0.0,,0.0,,,,,,,,,,ADF,3300.0,Finance,,,,,,,,,,,,,,GS,,,,
1137,Asian Development Bank,"Netherlands,Norway",1991,1991.0,,1137/1633(L)/1842(L),24250,,,PHI,Second NGO Microcredit,SERD,,11/28/1991,0.0,30.0,0.0,,30.0,,,,,,,,,,ADF,3300.0,Finance,,,,,,,,,,,,,,GS,,,,
1137,Asian Development Bank,"Netherlands,Norway",1992,1992.0,,1137/1633(L)/1842(L),24250,,,PHI,Second NGO Microcredit (Supplementary),SERD,,05/29/1992,0.0,0.0,0.0,,0.0,,,,,,,,,,ADF,3300.0,Finance,,,,,,,,,,,,,,GS,,,,
1137,Netherlands,Netherlands,1992,1992.0,1842(L),1137/1633(L)/1842(L),24250,,,PHI,Second NGO Microcredit (Supplementary),SERD,,05/29/1992,,,,,0.0,1.8,,,1.8,DVA,PS,Full Administration,Bilateral,Grant,ADF,3300.0,Finance,,,,,,Yes,,05/29/1992,,,,,Sovereign,GS,,,,
1137,Norway,Norway,1991,1991.0,1633(L),1137/1633(L)/1842(L),24250,,,PHI,Second NGO Microcredit,SERD,,11/28/1991,,,,,0.0,3.0,,,3.0,DVA,PS,Full Administration,Bilateral,Grant,ADF,3300.0,Finance,,,,,,,,11/28/1991,02/19/1992,,05/30/1997,,Sovereign,GS,,,1633 (L) Credit Program for the Poorest of the Poor,
1141,Asian Development Bank,Norway,1991,1991.0,,1141,,,,NEP,Primary Education Development,SARD,,12/05/1991,0.0,19.5,0.0,,19.5,,,,,,,,,,ADF,3100.0,Education,,Basic education,,,Inclusive Social and Gender Development,,,,,,,,,,,,,
1141,Norway,Norway,1991,1991.0,,1141,,,,NEP,Primary Education Development,SARD,,12/05/1991,,,,,0.0,,1.4,,1.4,Non-DVA,,,Bilateral,Loan,ADF,3100.0,Education,,,,,,,,12/05/1991,,,,,Sovereign,,,,"PCR IN 207-01, 27Sep01",
1142,Asian Development Bank,"U.K.,World Bank",1991,1991.0,,1142,,,,IND,CESC Limited II,SARD,,12/13/1991,32.0,0.0,0.0,,32.0,,,,,,,,,,OCR,3200.0,Energy,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
1142,Asian Development Bank,"U.K.,World Bank",1991,1991.0,,1142,,,,IND,CESC Limited II,SARD,,12/13/1991,32.0,0.0,0.0,,32.0,,,,,,,,,,OCR,3200.0,Energy,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
1142,CDC,U.K.,1991,1991.0,,1142,,,,IND,CESC Limited II,SARD,,12/13/1991,,,,,0.0,,32.0,,32.0,Non-DVA,,,Bilateral,Loan,OCR,3200.0,Energy,,,,,,,,12/13/1991,,,,,Sovereign,,,,,
1142,IFC 'A',World Bank,1991,1991.0,,1142,,,,IND,CESC Limited II,SARD,,12/13/1991,,,,,0.0,,32.0,,32.0,Non-DVA,,,Multilateral,Loan,OCR,3200.0,Energy,,,,,,,,12/13/1991,,,,,Sovereign,,,,,
1143,Asian Development Bank,"France,Germany",1991,1991.0,,1143,,,,PAK,WAPDA Twelfth Power (Sector),CWRD,,12/13/1991,250.0,250.0,0.0,,500.0,,,,,,,,,,"OCR,ADF",3200.0,Energy,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
1143,Asian Development Bank,"France,Germany",1991,1991.0,,1143,,,,PAK,WAPDA Twelfth Power (Sector),CWRD,,12/13/1991,250.0,250.0,0.0,,500.0,,,,,,,,,,"OCR,ADF",3200.0,Energy,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
1143,France,France,1994,1991.0,,1143,,,,PAK,WAPDA Twelfth Power (Sector),CWRD,,11/01/1994,,,,,0.0,,25.0,,25.0,Non-DVA,,,Bilateral,Loan,,3200.0,Energy,,,,,,,,11/01/1994,,,,,Sovereign,,,,,
1143,KfW,Germany,1994,1991.0,,1143,,,,PAK,WAPDA Twelfth Power (Sector),CWRD,,11/01/1994,,,,,0.0,,81.25,,81.25,Non-DVA,,,Bilateral,Loan,,3200.0,Energy,,,,,,,,11/01/1994,,,,,Sovereign,,,,,
1146,Asian Development Bank,Germany,1991,1991.0,,1146,24268,,,PAK,Chasma Right Bank Irrigation III,CWRD,,12/17/1991,185.0,0.0,0.0,,185.0,,,,,,,,,,OCR,3000.0,Agriculture and Natural Resources,,,,,,,,,,,,,,Succesful,,,,
1146,KfW,Germany,1991,1991.0,,1146,24268,,,PAK,Chasma Right Bank Irrigation III,CWRD,,12/17/1991,,,,,0.0,,43.0,,43.0,DVA,PS,,Bilateral,Loan,OCR,3000.0,Agriculture and Natural Resources,,,,,,,,12/17/1991,11/20/1992,,06/30/2011,,Sovereign,Succesful,,,with CF agreement 13Aug93.,
1148,Asian Development Bank,Japan,1991,1991.0,,1148,25363,,,IND,Hydrocarbon Sector Program,SARD,,12/17/1991,250.0,0.0,0.0,,250.0,,,,,,,,,,OCR,3200.0,Energy,,,,,Private Sector Development,,,,,,,,,PS,,,,
1148,JBIC (ODA),Japan,1991,1991.0,,1148,25363,,,IND,Hydrocarbon Sector Program,SARD,,12/17/1991,,,,,0.0,,250.0,,250.0,DVA,,Collaborative,Bilateral,Loan,OCR,3200.0,Energy,,,,,,,,12/17/1991,12/20/1991,,09/18/1997,,Sovereign,PS,,,PA 28Feb93.,
1151,Asian Development Bank,World Bank,1992,1992.0,,1151,,,,THA,Seventh Power Distribution,SERD,SEID,01/09/1992,109.0,0.0,0.0,,109.0,,,,,,,,,,OCR,3200.0,Energy,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
1151,IBRD,World Bank,1992,1992.0,,1151,,,,THA,Seventh Power Distribution,SERD,SEID,01/09/1992,,,,,0.0,,109.1,,109.1,Non-DVA,,,Multilateral,Loan,OCR,3200.0,Energy,,,,,,,,01/09/1992,,,,,Sovereign,,,,"PCR, IN 255-00, 27Oct00",
1161,Asian Development Bank,"U.K.,U.S.A.,World Bank",1992,1992.0,,1161,,,,IND,Power Efficiency (Sector),SARD,,03/26/1992,250.0,0.0,0.0,,250.0,,,,,,,,,,OCR,3200.0,Energy,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
1161,Asian Development Bank,"U.K.,U.S.A.,World Bank",1992,1992.0,,1161,,,,IND,Power Efficiency (Sector),SARD,,03/26/1992,250.0,0.0,0.0,,250.0,,,,,,,,,,OCR,3200.0,Energy,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
1161,Asian Development Bank,"U.K.,U.S.A.,World Bank",1992,1992.0,,1161,,,,IND,Power Efficiency (Sector),SARD,,03/26/1992,250.0,0.0,0.0,,250.0,,,,,,,,,,OCR,3200.0,Energy,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
1161,DFID,U.K.,1992,1992.0,,1161,,,,IND,Power Efficiency (Sector),SARD,,03/26/1992,,,,,0.0,,88.73,,88.73,Non-DVA,,,Bilateral,Loan,OCR,3200.0,Energy,,,,,,,,03/26/1992,,,,,Sovereign,,,,,
1161,IBRD,World Bank,1992,1992.0,,1161,,,,IND,Power Efficiency (Sector),SARD,,11/01/1992,,,,,0.0,,265.0,,265.0,Non-DVA,,,Multilateral,Loan,OCR,3200.0,Energy,,,,,,,,11/01/1992,,,,,Sovereign,,,,"PCR IN 167-01, 21Aug01",
1161,USAID,U.S.A.,1992,1992.0,,1161,,,,IND,Power Efficiency (Sector),SARD,,11/01/1992,,,,,0.0,,14.0,,14.0,Non-DVA,,,Bilateral,Loan,OCR,3200.0,Energy,,,,,,,,11/01/1992,,,,,Sovereign,,,,,
1162,Asian Development Bank,Japan,1992,1992.0,,1162,21064,,,PRC,Laiwu Iron & Steel Mill Modernization & Expansion,EARD,,03/31/1992,131.8,0.0,0.0,,131.8,,,,,,,,,,OCR,3500.0,Industry and Trade,,,,,Private Sector Development,,,,,,,,,S,,,,
1162,JBIC (non-ODA),Japan,1992,1992.0,,1162,21064,,,PRC,Laiwu Iron & Steel Mill Modernization & Expansion,EARD,EARD,03/31/1992,,,,,0.0,,35.0,,35.0,DVA,,Collaborative,Bilateral,Loan,OCR,3500.0,Industry and Trade,,,,,,,,03/31/1992,07/24/1992,,12/21/1999,,Sovereign,S,,,COLA 28Jan1994. PCR Sep01,
1164,Asian Development Bank,"Japan,World Bank",1992,1992.0,,1164/8135/8137,22138,,,FIJ,Second Road Upgrading,PARD,,06/18/1992,18.0,0.0,0.0,,18.0,,,,,,,,,,OCR,3700.0,Transport and ICT,,,,,Sustainable Economic Growth,,,,,,,,,GS,,,,
1164,Asian Development Bank,"Japan,World Bank",1992,1992.0,,1164/8135/8137,22138,,,FIJ,Second Road Upgrading,PARD,,06/18/1992,18.0,0.0,0.0,,18.0,,,,,,,,,,OCR,3700.0,Transport and ICT,,,,,Sustainable Economic Growth,,,,,,,,,GS,,,,
1164,IBRD,World Bank,1992,1992.0,8137,1164/8135/8137,22138,,,FIJ,Second Road Upgrading,PARD,,06/18/1992,,,,,0.0,,15.0,,15.0,DVA,,Partial Administration,Multilateral,Loan,OCR,3700.0,Transport and ICT,,,,,,No,,06/18/1992,,,,,Sovereign,GS,,,"PCR IN 351-99, 29 Dec 99",
1164,JBIC (non-ODA),Japan,1992,1992.0,8135,1164/8135/8137,22138,,,FIJ,Second Road Upgrading,PARD,,06/18/1992,,,,,0.0,,6.5,,6.5,DVA,,Partial Administration,Bilateral,Loan,OCR,3700.0,Transport and ICT,,,,,,,,06/18/1992,06/07/1993,,03/09/1999,,Sovereign,GS,,,COLA 4Jun 1993 with admin fee. PCR Dec99.,
1169,Asian Development Bank,"Japan,World Bank",1992,1992.0,,1169,25370,,,THA,Bongkot Gas Transmission,SERD,SEID,07/02/1992,47.41,0.0,0.0,,47.41,,,,,,,,,,OCR,3200.0,Energy,,,,,Sustainable Economic Growth,,,,,,,,,GS,,,,
1169,Asian Development Bank,"Japan,World Bank",1992,1992.0,,1169,25370,,,THA,Bongkot Gas Transmission,SERD,SEID,07/02/1992,47.41,0.0,0.0,,47.41,,,,,,,,,,OCR,3200.0,Energy,,,,,Sustainable Economic Growth,,,,,,,,,GS,,,,
1169,IBRD,World Bank,1992,1992.0,,1169,25370,,,THA,Bongkot Gas Transmission,SERD,SEID,07/02/1992,,,,,0.0,,91.88,,91.88,Non-DVA,,,Multilateral,Loan,OCR,3200.0,Energy,,,,,,,,07/02/1992,,,,,Sovereign,GS,,,Ref PCR adj from $105 to $91.88.,
1169,JBIC (non-ODA),Japan,1992,1992.0,,1169,25370,,,THA,Bongkot Gas Transmission,SERD,SEID,07/02/1992,,,,,0.0,,52.3,,52.3,DVA,,,Bilateral,Loan,OCR,3200.0,Energy,,,,,,,,07/02/1992,12/16/1992,,11/23/1994,,Sovereign,GS,,,Admin fees paid by JBIC.  COLA 17Sep92.  PCR Dec95.  file sent to OAS Feb08,
1172,Asian Development Bank,"Germany,World Bank",1992,1992.0,,1172,,,,INO,Power XXII,SERD,SEID,08/04/1992,272.3,0.0,0.0,,272.3,,,,,,,,,,OCR,3200.0,Energy,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
1172,Asian Development Bank,"Germany,World Bank",1992,1992.0,,1172,,,,INO,Power XXII,SERD,SEID,08/04/1992,272.3,0.0,0.0,,272.3,,,,,,,,,,OCR,3200.0,Energy,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
1172,Germany,Germany,1992,1992.0,,1172,,,,INO,Power XXII,SERD,SEID,08/04/1992,,,,,0.0,,45.7,,45.7,Non-DVA,,,Bilateral,Loan,OCR,3200.0,Energy,,,,,,,,08/04/1992,,,,,Sovereign,,,,Adj Dec 05 from $70 to $45.70.,
1172,World Bank,World Bank,1992,1992.0,,1172,,,,INO,Power XXII,SERD,SEID,08/04/1992,,,,,0.0,,357.8,,357.8,Non-DVA,,,Multilateral,Loan,OCR,3200.0,Energy,,,,,,,,08/04/1992,,,,,Sovereign,,,,from $434.0 to $357.8.,
1176,Asian Development Bank,World Bank,1992,1992.0,,1176,,,,THA,Fifth Highway (Sector),SERD,,08/18/1992,93.0,0.0,0.0,,93.0,,,,,,,,,,OCR,3700.0,Transport and ICT,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
1176,World Bank,World Bank,1992,1992.0,,1176,,,,THA,Fifth Highway (Sector),SERD,,08/18/1992,,,,,0.0,,177.5,,177.5,Non-DVA,,,Multilateral,Loan,OCR,3700.0,Transport and ICT,,,,,,,,08/18/1992,,,,,Sovereign,,,,,
1183,Asian Development Bank,Australia,1992,1992.0,,1183,,,,SRI,Participatory Forestry,SARD,SAAE,11/05/1992,0.0,10.5,0.0,,10.5,,,,,,,,,,ADF,3000.0,Agriculture and Natural Resources,,,,,,,,,,,,,,,,,,
1183,Australia,Australia,1992,1992.0,,1183,,,,SRI,Participatory Forestry,SARD,SAAE,11/05/1992,,,,,0.0,3.87,,,3.87,Non-DVA,,,Bilateral,Grant,ADF,3000.0,Agriculture and Natural Resources,,,,,,,,11/05/1992,,,,,Sovereign,,,,"PCR IN 265-01, 29Nov01. Adj  from $5.8 was changed to $3.868 ref PCR. Adj Dec03",
1185,Asian Development Bank,NDF,1992,1992.0,,1185,,,,PAK,Provincial Highways,CWRD,,11/05/1992,0.0,165.4,0.0,,165.4,,,,,,,,,,ADF,3700.0,Transport and ICT,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
1185,NDF,NDF,1992,1992.0,,1185,,,,PAK,Provincial Highways,CWRD,,11/05/1992,,,,,0.0,,5.4,,5.4,Non-DVA,,,Multilateral,Loan,ADF,3700.0,Transport and ICT,,,,,,,,11/05/1992,,,,,Sovereign,,,,"PCR IN 355-02, 27Dec02. PCR sent to NDF on 23May03",
1190,Asian Development Bank,Japan,1992,1992.0,,1190,,,,LAO,Rehabilitation & Upgrading Vientiane Water Supply,SERD,,11/17/1992,0.0,9.5,0.0,,9.5,,,,,,,,,,ADF,3800.0,Water and Other Municipal Infrastructure and Services,,,,,Inclusive Social and Gender Development,,,,,,,,,,,,,
1190,JICA,Japan,1992,1992.0,,1190,,,,LAO,Rehabilitation & Upgrading Vientiane Water Supply,SERD,,11/17/1992,,,,,0.0,19.3,,,19.3,Non-DVA,,,Bilateral,Grant,ADF,3800.0,Water and Other Municipal Infrastructure and Services,,,,,,,,11/17/1992,,,,,Sovereign,,,,,
1196,Asian Development Bank,U.K.,1992,1992.0,,1196,,,,NEP,Secondary Education Development,SARD,NRM,11/24/1992,0.0,10.2,0.0,,10.2,,,,,,,,,,ADF,3100.0,Education,,Basic education,,,Inclusive Social and Gender Development,,,,,,,,,,,,,
1196,DFID,U.K.,1992,1992.0,,1196,,,,NEP,Secondary Education Development,SARD,NRM,11/24/1992,,,,,0.0,6.3,,,6.3,Non-DVA,,,Bilateral,Grant,ADF,3100.0,Education,,,,,,,,11/24/1992,,,,,Sovereign,,,,"ODA was changed to DFID. Cf amt from $6.4 to $6.3 ref PCR IN301-01, 24Dec01; from loan to grant. (14Jan03)",
1199,Asian Development Bank,Sweden,1992,1992.0,,1199,,,,CAM,Special Rehabilitation Assistance,SERD,,11/26/1992,0.0,67.7,0.0,,67.7,,,,,,,,,,ADF,3900.0,Multisector,3900,Multisector,,,,,,,,,,,,,,,,
1199,Sida,Sweden,1992,1992.0,,1199,,,,CAM,Special Rehabilitation Assistance,SERD,,11/26/1992,,,,,0.0,3.2,,,3.2,Non-DVA,,,Bilateral,Grant,ADF,3900.0,Multisector,3900,,,,,,,11/26/1992,,,,,Sovereign,,,,partial loan cancellation 5Aug97.,
1209,Asian Development Bank,"Germany,World Bank",1992,1992.0,,1209,,,,PAK,Flood Damage Restoration (Sector),CWRD,SAAE,12/15/1992,0.0,77.64,0.0,,77.64,,,,,,,,,,ADF,3900.0,Multisector,3900,Multisector,,,,,,,,,,,,,,,,
1209,Asian Development Bank,"Germany,World Bank",1992,1992.0,,1209,,,,PAK,Flood Damage Restoration (Sector),CWRD,SAAE,12/15/1992,0.0,77.64,0.0,,77.64,,,,,,,,,,ADF,3900.0,Multisector,3900,Multisector,,,,,,,,,,,,,,,,
1209,IDA,World Bank,1992,1992.0,,1209,,,,PAK,Flood Damage Restoration (Sector),CWRD,SAAE,12/15/1992,,,,,0.0,,139.57,,139.57,Non-DVA,,,Multilateral,Loan,ADF,3900.0,Multisector,3900,,,,,,,12/15/1992,,,,,Sovereign,,,,PCR 14Oct99. IDA from $100 to $139.57 Adj Dec07,
1209,KfW,Germany,1992,1992.0,,1209,,,,PAK,Flood Damage Restoration (Sector),CWRD,SAAE,12/15/1992,,,,,0.0,,10.0,,10.0,Non-DVA,,,Bilateral,Loan,ADF,3900.0,Multisector,3900,,,,,,,12/15/1992,,,,,Sovereign,,,,KfW cf was added in Dec2007 ref PCR.,
1211,Asian Development Bank,"Taipei,China",1992,1992.0,,1211,23132,,,PNG,Third Urban Water Supply,PARD,,12/15/1992,11.3,0.0,0.0,,11.3,,,,,,,,,,OCR,3800.0,Water and Other Municipal Infrastructure and Services,,,,,Inclusive Social and Gender Development,,,,,,,,,S,,,,
1211,International Cooperation and Development Fund (ICDF),"Taipei,China",1992,1992.0,,1211,23132,,,PNG,Third Urban Water Supply,PARD,,12/15/1992,,,,,0.0,,6.7,,6.7,DVA,,Collaborative,Bilateral,Loan,OCR,3800.0,Water and Other Municipal Infrastructure and Services,,,,,,,,12/15/1992,12/07/1994,,08/09/2002,,Sovereign,S,,,,
1213,Asian Development Bank,Norway,1994,1994.0,,1213/2232(L),26041,,,BAN,Rural Poor Cooperative,SARD,,03/11/1994,0.0,30.0,0.0,,30.0,,,,,,,,,,ADF,3000.0,Agriculture and Natural Resources,,,,,,,,,,,,,,S,,,TRAINING OF COOPERATIVE AND FIELD STAFF (PART C OF RURAL POOR COOPERATIVE),
1213,Norway,Norway,1994,1994.0,2232,1213/2232(L),26041,,,BAN,Rural Poor Cooperative,SARD,,03/11/1994,,,,,0.0,1.31,,,1.31,DVA,PS,Full Administration,Bilateral,Grant,ADF,3000.0,Agriculture and Natural Resources,,,,,,,,03/11/1994,04/29/1993,,05/18/1999,,Sovereign,S,,,"PCR IN 245-01, 8Nov01  Grants 2232(L). From multisector to Agri",
1222,Asian Development Bank,"Japan,World Bank",1993,1993.0,,1222,,,,IND,Gas Flaring Reduction,SARD,,03/30/1993,241.0,0.0,0.0,,241.0,,,,,,,,,,OCR,3200.0,Energy,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
1222,Asian Development Bank,"Japan,World Bank",1993,1993.0,,1222,,,,IND,Gas Flaring Reduction,SARD,,03/30/1993,241.0,0.0,0.0,,241.0,,,,,,,,,,OCR,3200.0,Energy,,,,,Sustainable Economic Growth,,,,,,,,,,,,,
1222,JBIC (non-ODA),Japan,1993,1993.0,,1222,,,,IND,Gas Flaring Reduction,SARD,,03/30/1993,,,,,0.0,,55.1,,55.1,Non-DVA,,,Bilateral,Loan,OCR,3200.0,Energy,,,,,,,,03/30/1993,,,,,Sovereign,,,,Adj Dec06 from $181.8 to $55.10.,
1222,World Bank,World Bank,1993,1993.0,,1222,,,,IND,Gas Flaring Reduction,SARD,,03/30/1993,,,,,0.0,,450.0,,450.0,Non-DVA,,,Multilateral,Loan,OCR,3200.0,Energy,,,,,,,,03/30/1993,,,,,Sovereign,,,,"PCR  (IN246-99, 14 Oct 99)  Adj Dec06 ADB $300 to $241m.",
1225,Asian Development Bank,"Australia,World Bank",1993,1993.0,,1225,,,,PNG,Population and Family Planning,PARD,,04/01/1993,0.0,7.11,0.0,,7.11,,,,,,,,,,ADF,3400.0,Health and Social Protection,,,,,Inclusive Social and Gender Development,,,,,,,,,,,,,
1225,Asian Development Bank,"Australia,World Bank",1993,1993.0,,1225,,,,PNG,Population and Family Planning,PARD,,04/01/1993,0.0,7.11,0.0,,7.11,,,,,,,,,,ADF,3400.0,Health and Social Protection,,,,,Inclusive Social and Gender Development,,,,,,,,,,,,,
1225,Australia,Australia,1993,1993.0,,1225,,,,PNG,Population and Family Planning,PARD,,04/01/1993,,,,,0.0,10.0,,,10.0,Non-DVA,,,Bilateral,Grant,ADF,3400.0,Health and Social Protection,,,,,,,,04/01/1993,,,,,Sovereign,,,,Parallel cf ref pg 6 PCR.  Sent to OAS Feb08,
1225,World Bank,World Bank,1993,1993.0,,1225,,,,PNG,Population and Family Planning,PARD,,04/01/1993,,,,,0.0,6.9,,,6.9,Non-DVA,,,Multilateral,Grant,ADF,3400.0,Health and Social Protection,,,,,,,,04/01/1993,,,,,Sovereign,,,,,
